,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,movie_category
996,Tom Dey,98.0,87.0,9.0,1000.0,Judy Greer,15000.0,33643461.0,Family,Emma Stone,11257,20061,Steve Coogan,0.0,dog|great dane|rivalry|talking animal|talking cat,65.0,English,USA,PG,50000000.0,2010.0,2000.0,4.2,2.35,0,average
997,Clint Eastwood,315.0,129.0,16000.0,447.0,Jay Mohr,13000.0,32741596.0,Fantasy,Matt Damon,80140,14344,Cécile De France,0.0,death|france|near death experience|tsunami|twin brother,323.0,English,USA,PG-13,50000000.0,2010.0,563.0,6.5,2.35,16000,average
998,Barbet Schroeder,136.0,115.0,58.0,401.0,Chris Penn,33000.0,31874869.0,Mystery,Ryan Gosling,43574,34606,Agnes Bruckner,0.0,disposing of a dead body|high school student|murder|sociopath|teenage boy,302.0,English,USA,R,50000000.0,2002.0,455.0,6.1,1.85,0,average
999,Richard Donner,61.0,132.0,503.0,282.0,Sylvester Stallone,45000.0,30306268.0,Action,Muse Watson,62981,58528,Kelly Rowan,0.0,assassin|floppy disk|modem|rival|russian,84.0,English,France,R,50000000.0,1995.0,13000.0,6.3,1.85,0,average
1000,Peter Webber,209.0,131.0,73.0,163.0,Stephen Walters,879.0,27667947.0,Drama,Li Gong,86374,1344,Richard Brake,0.0,aunt|cannibalism|faked death|medical student|revenge,392.0,English,UK,R,50000000.0,2007.0,184.0,6.2,2.35,3000,average
1001,Rob Reiner,99.0,95.0,0.0,323.0,Tim Matheson,13000.0,27067160.0,Romance,Bruce Willis,18404,14706,Rita Wilson,1.0,four word title|husband wife relationship|male rear nudity|marriage|summer camp,150.0,English,USA,R,50000000.0,1999.0,559.0,5.9,1.85,0,average
1002,Andrew Niccol,298.0,125.0,487.0,201.0,Chandler Canterbury,430.0,26616999.0,Romance,J.D. Evermore,92461,1300,Rachel Roberts,3.0,alien|alien creature|body snatching|desert|parasite,347.0,English,USA,PG-13,40000000.0,2013.0,329.0,5.9,2.35,43000,average
1003,John McTiernan,131.0,98.0,323.0,511.0,Harry Connick Jr.,933.0,26536120.0,Drama,Connie Nielsen,49926,3357,Tim Daly,0.0,2000s|army|military crime|necklace yanked off|panama,286.0,English,Germany,R,50000000.0,2003.0,631.0,6.5,2.35,0,average
1004,Clint Eastwood,146.0,110.0,16000.0,581.0,Anjelica Huston,16000.0,26199517.0,Drama,Clint Eastwood,34356,18635,Rick Hoffman,1.0,boat|heart transplant|murder|serial killer|sister,260.0,English,USA,R,50000000.0,2002.0,1000.0,6.4,2.35,705,average
1005,Tom Tykwer,245.0,118.0,670.0,294.0,Brían F. O'Byrne,6000.0,25450527.0,Drama,Naomi Watts,80196,7654,Armin Mueller-Stahl,0.0,bank|chase|district attorney|interpol|murder,190.0,English,USA,R,50000000.0,2009.0,450.0,6.5,2.35,0,average
1006,John Carpenter,104.0,101.0,0.0,764.0,Valeria Golino,12000.0,25407250.0,Adventure,Steve Buscemi,54021,15935,Michelle Forbes,0.0,escape|island|los angeles california|machismo|president's daughter,227.0,English,USA,R,50000000.0,1996.0,898.0,5.7,2.35,0,average
1008,Brad Bird,162.0,90.0,663.0,521.0,Harry Connick Jr.,14000.0,23159305.0,Animation,Vin Diesel,128455,16358,M. Emmet Walsh,1.0,boy|friend|government agent|maine|robot,514.0,English,USA,PG,70000000.0,1999.0,631.0,8.0,2.35,0,hit
1009,Wes Anderson,259.0,119.0,0.0,639.0,Anjelica Huston,13000.0,24006726.0,Comedy,Bill Murray,139535,15757,Matthew Gray Gubler,8.0,expedition|oceanographer|sea|shark|team,632.0,English,USA,R,50000000.0,2004.0,1000.0,7.3,2.35,0,hit
1010,Gary Ross,79.0,139.0,378.0,303.0,Donald Watkins,11000.0,20389967.0,Biography,Matthew McConaughey,3077,12786,Jessica Collins,1.0,american civil war|civil war|u.s. civil war,47.0,English,USA,R,50000000.0,2016.0,552.0,6.7,1.85,10000,hit
1011,Alan Parker,141.0,130.0,317.0,256.0,Kate Winslet,18000.0,19593740.0,Drama,Kevin Spacey,88270,32637,Matt Craven,0.0,activist|death|death row|murder|texas,420.0,English,USA,R,50000000.0,2003.0,14000.0,7.5,2.35,0,hit
1012,Stephen Herek,59.0,100.0,65.0,730.0,Vanessa Ferlito,1000.0,19118247.0,Comedy,Christina Milian,19829,6171,Kelli Garner,5.0,cheerleader|cheerleading movie|neo noir|neo western|texas ranger,94.0,English,USA,PG-13,40000000.0,2005.0,923.0,5.4,2.35,779,average
1013,Jaume Collet-Serra,236.0,114.0,174.0,655.0,Common,14000.0,26442251.0,Drama,Liam Neeson,76010,16992,Bruce McGill,2.0,death|drug dealer|limousine|limousine driver|one night,205.0,English,USA,R,50000000.0,2015.0,988.0,6.6,2.35,15000,hit
1014,David Cronenberg,356.0,96.0,0.0,509.0,Naomi Watts,10000.0,17114882.0,Mystery,Viggo Mortensen,189249,17211,Raza Jaffrey,1.0,male pubic hair|pubic hair|russian|sex scene|turkish bath,398.0,English,USA,R,25000000.0,2007.0,6000.0,7.7,1.85,0,hit
1015,John Stockwell,120.0,110.0,134.0,795.0,James Frain,23000.0,18472363.0,Adventure,Paul Walker,63599,25049,Ashley Scott,3.0,bahamas|blood splatter|cocaine|hairy chest|shark,208.0,English,USA,PG-13,50000000.0,2005.0,1000.0,5.8,2.35,0,average
1016,Luc Besson,111.0,158.0,0.0,15.0,David Bailie,51.0,14131298.0,Biography,Paul Brooke,55889,144,Rab Affleck,0.0,cathedral|dauphin|france|trial|wartime rape,390.0,English,France,R,390000000.0,1999.0,40.0,6.4,2.35,0,average
1017,David Gordon Green,208.0,102.0,234.0,11000.0,Zooey Deschanel,20000.0,21557240.0,Comedy,Natalie Portman,85237,45202,James Franco,3.0,knight|prince|quest|rescue|thong bikini,274.0,English,USA,R,49900000.0,2011.0,11000.0,5.6,2.35,18000,average
1018,Jim Sheridan,174.0,84.0,260.0,692.0,Gregory Smith,6000.0,21283440.0,Drama,Naomi Watts,46239,8018,Sarah Gadon,0.0,closet|father daughter relationship|psychiatric hospital|real life sisters playing sisters|train,137.0,English,USA,PG-13,55000000.0,2011.0,694.0,6.0,2.35,0,average
1019,Costa-Gavras,59.0,115.0,333.0,317.0,Blythe Danner,972.0,10556196.0,Drama,Mia Kirshner,16562,2606,William Atherton,2.0,hostage|museum|natural history museum|news reporter|reporter,73.0,English,USA,PG-13,50000000.0,1997.0,713.0,6.2,2.35,697,average
1020,Patrick Read Johnson,22.0,99.0,32.0,479.0,Lara Flynn Boyle,1000.0,16671505.0,Family,Joe Mantegna,33186,2949,Cynthia Nixon,1.0,baby|baby boy|kidnapping|kidnapping a child|taxi,78.0,English,USA,PG,50000000.0,1994.0,619.0,5.9,1.85,0,average
1021,Roland Joffé,34.0,135.0,596.0,2000.0,Robert Duvall,10000.0,10400000.0,Romance,Gary Oldman,12037,15820,Demi Moore,1.0,17th century|adultery|letter|pubic hair|swimming,90.0,English,USA,R,50000000.0,1995.0,3000.0,5.1,2.35,943,average
1022,Doug Liman,214.0,108.0,218.0,405.0,Ty Burrell,6000.0,9528092.0,Biography,Naomi Watts,38513,10191,Brooke Smith,2.0,bush administration|cia|interview|iraq|new york times,127.0,English,USA,PG-13,22000000.0,2010.0,3000.0,6.8,2.35,9000,hit
1024,Tony Scott,186.0,127.0,12000.0,897.0,Mo'Nique,984.0,10137232.0,Biography,Ian Ziering,58015,5702,Edgar Ramírez,0.0,bounty hunter|fbi|female bounty hunter|female nudity|reality show,374.0,English,France,R,50000000.0,2005.0,940.0,6.0,2.35,0,average
1025,William Friedkin,50.0,107.0,607.0,602.0,Chazz Palminteri,2000.0,9795017.0,Drama,Michael Biehn,9227,5461,Linda Fiorentino,0.0,blackmail|investigation|murder|panties pulled down|prostitution,70.0,English,USA,R,50000000.0,1995.0,979.0,5.1,1.85,422,average
1026,Mark Neveldine,180.0,95.0,83.0,1000.0,Logan Lerman,18000.0,20488579.0,Sci-Fi,Gerard Butler,113483,29926,Alison Lohman,1.0,battle|convict|death|mind control|role playing,245.0,English,USA,R,50000000.0,2009.0,8000.0,5.8,1.85,0,average
1027,Richard LaGravenese,231.0,124.0,98.0,592.0,Zoey Deutch,1000.0,19445217.0,Romance,Alden Ehrenreich,67796,3580,Pruitt Taylor Vince,7.0,dream|escape|magic|magic spell|small town,258.0,English,USA,PG-13,60000000.0,2013.0,852.0,6.2,2.35,14000,average
1028,Danny DeVito,105.0,109.0,0.0,809.0,Vincent Schiavelli,49000.0,8355815.0,Comedy,Robin Williams,34730,52885,Danny Woodburn,2.0,children|children's tv show|money|revenge|scandal,341.0,English,UK,R,55000000.0,2002.0,811.0,6.4,1.85,0,average
1029,Ben Stiller,226.0,102.0,0.0,1000.0,Will Ferrell,14000.0,28837115.0,Comedy,Milla Jovovich,34964,24107,Justin Theroux,4.0,chosen one|fashion|fashion model|model|retired,150.0,English,USA,PG-13,50000000.0,2016.0,8000.0,4.8,2.35,28000,average
1030,George Armitage,75.0,88.0,5.0,338.0,Andrew Wilson,11000.0,6471394.0,Comedy,Morgan Freeman,15880,11972,Willie Nelson,5.0,breasts|consensual sex|female nudity|judge|surfer,93.0,English,USA,PG-13,50000000.0,2004.0,387.0,4.9,2.35,288,average
1031,Mike Nichols,82.0,87.0,0.0,591.0,Linda Fiorentino,2000.0,6291602.0,Comedy,Judy Greer,8070,3954,Garry Shandling,0.0,alien|baby|banker|pregnancy|question in title,91.0,English,USA,R,50000000.0,2000.0,602.0,5.6,1.85,255,average
1032,Patrick Lussier,296.0,104.0,71.0,982.0,Billy Burke,12000.0,10706786.0,Fantasy,Nicolas Cage,81800,16481,Katy Mixon,1.0,baby|cult|oklahoma|sex scene|waitress,211.0,English,USA,R,50000000.0,2011.0,2000.0,5.5,1.85,15000,average
1033,Andrzej Bartkowiak,103.0,96.0,43.0,77.0,Robin Shou,841.0,8742261.0,Drama,Chris Klein,19824,1385,Josie Ho,2.0,chun li|crime fighter|gangster|mobster|rescue,179.0,English,Canada,PG-13,18000000.0,2009.0,342.0,3.7,2.35,0,average
1034,James Wong,98.0,85.0,70.0,848.0,Jet Li,26000.0,43905746.0,Sci-Fi,Jason Statham,77684,32831,Delroy Lindo,1.0,fight|multiverse|police|police officer|prison,294.0,English,USA,PG-13,49000000.0,2001.0,5000.0,5.9,2.35,0,average
1036,Renny Harlin,48.0,104.0,212.0,380.0,Gilbert Gottfried,879.0,21413502.0,Music,Lauren Holly,14429,2795,David Patrick Kelly,5.0,detective|groupie|murder|music industry|rock n roll,113.0,English,USA,R,40000000.0,1990.0,560.0,6.3,2.35,2000,average
1038,Steven Soderbergh,223.0,190.0,0.0,215.0,Jacob Vargas,599.0,124107476.0,Drama,Michael O'Neill,170684,1418,James Lew,0.0,cocaine|drug smuggling|interlinked stories|judge|mexico,867.0,English,USA,R,48000000.0,2000.0,399.0,7.6,1.85,0,hit
1039,Steven Spielberg,149.0,127.0,14000.0,440.0,Julian Glover,11000.0,197171806.0,Fantasy,Harrison Ford,515306,12884,Alison Doody,5.0,castle|diary|holy grail|map|nazi,477.0,English,USA,PG-13,48000000.0,1989.0,844.0,8.3,2.35,0,hit
1041,Neill Blomkamp,371.0,120.0,662.0,502.0,Sharlto Copley,20000.0,31569268.0,Drama,Hugh Jackman,172965,23051,Jose Pablo Cantillo,0.0,artificial intelligence|consciousness|future|mind uploading|robot,627.0,English,USA,R,49000000.0,2015.0,2000.0,6.9,2.35,67000,hit
1042,Phillip Noyce,75.0,118.0,176.0,308.0,Angelina Jolie Pitt,18000.0,66488090.0,Drama,Denzel Washington,120202,29748,Leland Orser,2.0,new york city|police|quadriplegic|serial killer|suicide,397.0,English,USA,R,48000000.0,1999.0,11000.0,6.7,2.35,0,hit
1043,David Fincher,233.0,112.0,21000.0,237.0,Dwight Yoakam,17000.0,95308367.0,Drama,Kristen Stewart,206104,18141,Mel Rodriguez,0.0,brownstone|burglar|money|panic|panic room,850.0,English,USA,R,48000000.0,2002.0,324.0,6.8,2.35,0,hit
1045,David O. Russell,150.0,114.0,737.0,393.0,Jamie Kennedy,2000.0,60652036.0,Comedy,Judy Greer,137854,3743,Mykelti Williamson,1.0,gold|gulf war|iraq|kuwait|map,560.0,English,USA,R,48000000.0,1999.0,490.0,7.1,2.35,3000,hit
1046,Daniel Espinosa,172.0,137.0,79.0,194.0,Fares Fares,27000.0,1206135.0,Drama,Tom Hardy,40568,27666,Michael Nardone,3.0,child murderer|murder|sex|soviet union|woman slaps a man,185.0,English,Czech Republic,R,50000000.0,2015.0,254.0,6.4,2.35,18000,average
1047,Jerry Zucker,103.0,112.0,109.0,261.0,Douglas Haase,779.0,56607223.0,Comedy,Corinna Harney,93367,1823,Vince Vieluf,8.0,casino|locker|money|museum|race,497.0,English,Canada,PG-13,48000000.0,2001.0,629.0,6.4,2.35,0,average
1048,Iain Softley,140.0,120.0,34.0,1000.0,Jeff Bridges,18000.0,50173190.0,Drama,Kevin Spacey,148490,33615,Alfre Woodard,1.0,extraterrestrial|hospital|patient|planet|science,537.0,English,USA,PG-13,48000000.0,2001.0,12000.0,7.4,2.35,0,hit
1049,James Mangold,125.0,123.0,446.0,821.0,Natasha Lyonne,20000.0,47095453.0,Romance,Hugh Jackman,64595,22209,Bradley Whitford,1.0,bridge|brooklyn bridge|falling down an elevator shaft|time travel|time travel romance,316.0,English,USA,PG-13,48000000.0,2001.0,1000.0,6.4,1.85,0,average
1050,Harold Ramis,125.0,93.0,11000.0,484.0,Frances O'Connor,3000.0,37879996.0,Romance,Brendan Fraser,81888,5390,Brian Doyle-Murray,2.0,contract|devil|dream|soul|wish,254.0,English,USA,PG-13,48000000.0,2000.0,575.0,6.0,2.35,0,average
1051,Francis Ford Coppola,36.0,123.0,0.0,886.0,Bob Hoskins,12000.0,25900000.0,Music,Nicolas Cage,12771,18793,Fred Gwynne,1.0,brothers hugging|jazz|jealousy|nudity|parole violation,84.0,English,USA,R,58000000.0,1984.0,5000.0,6.5,1.85,828,average
1052,James Mangold,295.0,122.0,446.0,600.0,Logan Lerman,23000.0,53574088.0,Adventure,Christian Bale,237872,33548,Gretchen Mol,1.0,outlaw|rancher|small western town|stagecoach|train,560.0,English,USA,R,55000000.0,2007.0,8000.0,7.8,2.35,0,hit
1053,Olivier Megaton,222.0,115.0,118.0,482.0,Dougray Scott,14000.0,89253340.0,Action,Liam Neeson,133436,16967,Jon Gries,0.0,betrayal|death|final showdown|murder|on the run,323.0,English,France,PG-13,48000000.0,2014.0,794.0,6.0,2.35,38000,average
1054,Steven Soderbergh,158.0,123.0,0.0,23.0,Albert Brooks,3000.0,37339525.0,Romance,Don Cheadle,71708,3768,Keith Hudson,1.0,heist|neo noir|one last job|opposites attract|u.s. marshal,307.0,English,USA,R,48000000.0,1998.0,745.0,7.0,1.85,0,hit
1055,Ben Stiller,72.0,96.0,0.0,302.0,Janeane Garofalo,2000.0,60154431.0,Comedy,Matthew Broderick,122347,3718,Andy Dick,1.0,cable guy|foreplay|friend|kissing|television,345.0,English,USA,PG-13,47000000.0,1996.0,1000.0,6.0,2.35,0,average
1057,Warren Beatty,72.0,105.0,631.0,327.0,Warren Beatty,678.0,103738726.0,Music,Charlie Korsmo,47819,2096,Seymour Cassel,1.0,crime boss|detective|dick tracy|gangster|orphan,164.0,English,USA,PG,100000000.0,1990.0,631.0,6.1,1.85,2000,average
1058,John McTiernan,152.0,113.0,323.0,835.0,Faye Dunaway,1000.0,69304264.0,Romance,Mark Margolis,73068,4660,Denis Leary,0.0,art|insurance investigator|martinique|painting|trust,419.0,English,USA,R,48000000.0,1999.0,977.0,6.8,2.35,0,hit
1059,Penny Marshall,89.0,132.0,545.0,807.0,Adam Garcia,919.0,29781453.0,Biography,Rosie Perez,22447,4796,Alissa Dean,1.0,boy|college|heroin|working class|writer,210.0,English,USA,PG-13,48000000.0,2001.0,811.0,6.4,1.85,0,average
1062,Paul Bolger,93.0,75.0,0.0,677.0,George Carlin,4000.0,15519841.0,Animation,Sarah Michelle Gellar,8693,6863,Rob Paulsen,3.0,apostrophe in title|cinderella|first of series|punctuation in title|three word title,71.0,English,USA,PG,47000000.0,2006.0,769.0,4.5,1.85,261,average
1063,Stephen Frears,46.0,108.0,350.0,77.0,Bronagh Gallagher,8000.0,5600000.0,Romance,Julia Roberts,11913,8349,George Cole,1.0,19th century|butler|housemaid|laboratory|servant,97.0,English,USA,R,47000000.0,1996.0,115.0,5.8,1.85,616,average
1064,P.J. Hogan,84.0,105.0,29.0,692.0,Christopher Masterson,8000.0,126805112.0,Romance,Julia Roberts,98199,12344,Rupert Everett,1.0,best friend|chick flick|male female friendship|promise|wedding,169.0,English,USA,PG-13,46000000.0,1997.0,1000.0,6.3,2.35,0,average
1065,Joe Roth,142.0,102.0,148.0,135.0,Rainn Wilson,8000.0,93607673.0,Romance,Julia Roberts,47573,9176,Larry King,4.0,actor|love|movie star|press|publicist,343.0,English,USA,PG-13,48000000.0,2001.0,973.0,5.7,2.35,881,average
1066,Christopher Nolan,185.0,118.0,22000.0,319.0,Maura Tierney,14000.0,67263182.0,Drama,Al Pacino,218771,15658,Crystal Lowe,0.0,detective|insomnia|murder|partner|police,651.0,English,USA,R,46000000.0,2002.0,509.0,7.2,2.35,0,hit
1067,Jonathan Frakes,143.0,111.0,906.0,906.0,Alfre Woodard,1000.0,92001027.0,Adventure,LeVar Burton,97838,6315,Jonathan Frakes,2.0,21st century|borg|borg sphere|captain|sphere,286.0,English,USA,PG-13,45000000.0,1996.0,1000.0,7.6,2.35,3000,hit
1068,Jimmy Hayward,178.0,81.0,39.0,364.0,Billy Blair,13000.0,10539414.0,Fantasy,Michael Fassbender,45729,14619,Julia Jones,1.0,confederate|death|independence day|military|terrorist,176.0,English,USA,PG-13,47000000.0,2010.0,541.0,4.7,2.35,0,average
1069,Edward Zwick,65.0,116.0,380.0,826.0,Matt Damon,18000.0,58918501.0,Drama,Denzel Washington,40126,33233,Scott Glenn,1.0,bravery|honor|medal of honor|military life|unreliable flashback,107.0,English,USA,R,46000000.0,1996.0,13000.0,6.6,1.85,975,hit
1070,Tom Shadyac,73.0,86.0,293.0,255.0,Swoosie Kurtz,509.0,181395380.0,Romance,Maura Tierney,220392,2070,Randall 'Tex' Cobb,1.0,birthday|birthday wish|father disappoints child|lie|workaholic,243.0,English,USA,PG-13,45000000.0,1997.0,418.0,6.8,1.85,0,hit
1073,Brian Levant,35.0,91.0,32.0,628.0,Elizabeth Perkins,924.0,130512915.0,Family,Jonathan Winters,60884,3244,Harvey Korman,2.0,1000000 b.c.|box office hit|lawn mowing|product placement|stone age,85.0,English,USA,PG,45000000.0,1994.0,664.0,4.8,1.33,0,average
1074,Olivier Megaton,358.0,98.0,118.0,558.0,Luke Grimes,14000.0,139852971.0,Action,Liam Neeson,238671,16410,D.B. Sweeney,0.0,albanian|revenge|revenge motive|teenage daughter|vacation,461.0,English,France,PG-13,45000000.0,2012.0,935.0,6.3,2.35,63000,average
1075,David Zucker,151.0,84.0,119.0,750.0,Pamela Anderson,807.0,110000082.0,Comedy,Regina Hall,111526,3629,Jenny McCarthy,7.0,crop circle|farm|orchestral music score|reference to michael jackson|videotape,347.0,English,USA,PG-13,48000000.0,2003.0,780.0,5.5,1.85,0,average
1076,Donald Petrie,140.0,109.0,80.0,213.0,Wendy Raquel Robinson,545.0,106807667.0,Romance,Candice Bergen,137377,1574,Heather Burns,1.0,beauty pageant|fbi|female agent|pageant|undercover,370.0,English,USA,PG-13,45000000.0,2000.0,337.0,6.2,1.85,0,average
1077,Eric Brevig,201.0,93.0,40.0,311.0,Brendan Fraser,14000.0,101702060.0,Family,Josh Hutcherson,85323,17925,Anita Briem,0.0,cave|lost world|missing brother|mountain|venus flytrap,212.0,English,USA,PG,45000000.0,2008.0,3000.0,5.8,1.85,0,average
1078,Garry Marshall,77.0,113.0,0.0,995.0,Raven-Symoné,11000.0,95149435.0,Family,Anne Hathaway,53687,15362,Hector Elizondo,2.0,coronation|horse|princess|queen|side saddle,152.0,English,USA,G,40000000.0,2004.0,1000.0,5.7,1.85,1000,average
1079,Alan J. Pakula,43.0,141.0,79.0,956.0,Julia Roberts,18000.0,100768056.0,Drama,Denzel Washington,59569,30063,Tony Goldwyn,0.0,college professor|fbi|president|professor|supreme court,89.0,English,USA,PG-13,45000000.0,1993.0,8000.0,6.5,2.35,0,average
1080,Joel Schumacher,39.0,119.0,541.0,551.0,Anthony LaPaglia,821.0,92115211.0,Drama,Bradley Whitford,45798,4043,Brad Renfro,3.0,boy|brother|lawyer|mafia|senator,94.0,English,USA,PG-13,45000000.0,1994.0,577.0,6.7,2.35,1000,hit
1081,Rob Reiner,207.0,97.0,0.0,760.0,Noel Gugliemi,11000.0,93452056.0,Comedy,Morgan Freeman,184795,14868,Sean Hayes,1.0,billionaire|friend|hospital|list|mechanic,310.0,English,USA,PG-13,45000000.0,2007.0,2000.0,7.4,1.85,22000,hit
1082,Phillip Noyce,47.0,117.0,176.0,308.0,Polly Walker,11000.0,83287363.0,Action,Harrison Ford,81442,12757,Patrick Bergin,1.0,analyst|cia|ira|terrorist|terrorist attack,137.0,English,USA,R,45000000.0,1992.0,530.0,6.9,2.35,0,hit
1083,Robert Luketic,132.0,101.0,126.0,586.0,Jane Fonda,3000.0,82931301.0,Romance,Adam Scott,43358,6292,Elaine Stritch,0.0,breakdown|fight|mother in law|scheme|wedding,228.0,English,Germany,PG-13,60000000.0,2005.0,949.0,5.5,2.35,0,average
1084,Denis Villeneuve,454.0,153.0,777.0,1000.0,Jake Gyllenhaal,20000.0,60962878.0,Drama,Hugh Jackman,383591,37321,Dylan Minnette,2.0,child abduction|detective|investigation|police|sex offender,620.0,English,USA,R,46000000.0,2013.0,15000.0,8.1,1.85,86000,hit
1085,Antoine Fuqua,109.0,122.0,845.0,854.0,Snoop Dogg,18000.0,76261036.0,Drama,Denzel Washington,305929,22370,Tom Berenger,2.0,lapd|narc|narcotics|title spoken by character|training,633.0,English,USA,R,45000000.0,2001.0,881.0,7.7,2.35,0,hit
1086,Dean Parisot,213.0,102.0,23.0,436.0,Enrico Colantoni,25000.0,71423726.0,Comedy,Alan Rickman,123558,26998,Robin Sachs,3.0,alien|alien race|convention|fan|general,609.0,English,USA,PG,45000000.0,1999.0,724.0,7.3,2.35,19000,hit
1087,Keenen Ivory Wayans,127.0,83.0,322.0,179.0,Veronica Cartwright,1000.0,71277420.0,Comedy,Natasha Lyonne,119590,1645,Andy Richter,7.0,blow job|demon|exorcism|priest|professor,548.0,English,USA,R,45000000.0,2001.0,422.0,5.2,1.85,0,average
1088,James Bobin,398.0,103.0,33.0,84.0,Eric Jacobson,970.0,88625922.0,Music,Bill Cobbs,75176,1336,Steve Whitmire,3.0,bel air california|book|friends who live together|the muppets|tribute band,252.0,English,USA,PG,45000000.0,2011.0,91.0,7.1,1.85,26000,hit
1089,Stephen Norrington,184.0,110.0,45.0,595.0,Traci Lords,886.0,70001065.0,Action,Sanaa Lathan,191437,3174,Udo Kier,1.0,1990s|blade|blood|vampire|vampire hunter,582.0,English,USA,R,45000000.0,1998.0,650.0,7.1,2.35,0,hit
1090,Thomas Carter,127.0,136.0,49.0,730.0,Rick Gonzalez,17000.0,67253092.0,Sport,Channing Tatum,92702,20299,Robert Ri'chard,0.0,basketball|basketball coach|coach|contract|high school,209.0,English,USA,PG-13,30000000.0,2005.0,807.0,7.2,2.35,0,hit
1091,Roger Michell,167.0,91.0,50.0,67.0,Matt Malloy,521.0,66790248.0,Drama,Sydney Pollack,57281,758,Bruce Altman,0.0,car accident|feud|lawyer|revenge|road rage,350.0,English,USA,R,45000000.0,2002.0,108.0,6.5,2.35,0,average
1092,Luis Llosa,119.0,89.0,49.0,514.0,Eric Stoltz,2000.0,65557989.0,Adventure,Frank Welker,73539,3717,Kari Wuhrer,0.0,amazon|anaconda|boat|jungle|snake,271.0,English,USA,PG-13,45000000.0,1997.0,902.0,4.6,2.35,0,average
1093,David McNally,155.0,107.0,18.0,560.0,Tyra Banks,811.0,60786269.0,Music,Adam Garcia,90539,3106,Izabella Miko,5.0,girl in panties|lift skirt|sexual attraction|short shorts|songwriter,379.0,English,USA,PG-13,45000000.0,2000.0,625.0,5.6,2.35,0,average
1094,Richard Curtis,218.0,129.0,628.0,548.0,Liam Neeson,14000.0,59365105.0,Romance,Colin Firth,318634,28886,Kris Marshall,9.0,aging rocker|christmas|love at first sight|minister|prime minister,1004.0,English,UK,R,45000000.0,2003.0,14000.0,7.7,2.35,52000,hit
1095,John Lasseter,117.0,95.0,487.0,1000.0,Madeline Kahn,18000.0,162792677.0,Animation,Kevin Spacey,211226,24205,John Ratzenberger,0.0,ant|circus|grasshopper|misunderstanding|overhearing,317.0,English,USA,G,120000000.0,1998.0,1000.0,7.2,2.35,0,hit
1096,Albert Hughes,208.0,122.0,117.0,140.0,Jason Flemyng,40000.0,31598308.0,Mystery,Johnny Depp,124765,41636,Ian Richardson,1.0,freemason|jack the ripper|opium|prostitute|victorian era,541.0,English,USA,R,35000000.0,2001.0,1000.0,6.8,2.35,0,hit
1097,Luis Llosa,38.0,110.0,49.0,20.0,Rod Steiger,13000.0,57362581.0,Romance,Sylvester Stallone,50148,13331,Emilio Estefan Jr.,2.0,bomb|cia|explosive|explosives expert|miami florida,116.0,English,Peru,R,45000000.0,1994.0,279.0,5.4,1.85,0,average
1098,Ron Shelton,48.0,135.0,41.0,808.0,Cheech Marin,982.0,53854588.0,Romance,Don Johnson,37911,3648,Rene Russo,0.0,driving range|golf|golfer|tournament|winnebago,73.0,English,USA,R,45000000.0,1996.0,843.0,6.3,2.35,1000,average
1100,Jesse Dylan,94.0,95.0,58.0,3000.0,Will Ferrell,14000.0,52580895.0,Family,Josh Hutcherson,30255,27351,Robert Duvall,1.0,book|child|slapstick comedy|soccer|suburb,118.0,English,USA,PG,45000000.0,2005.0,8000.0,5.6,2.35,743,average
1101,Garth Jennings,276.0,109.0,37.0,651.0,Kelly Macdonald,11000.0,51019112.0,Comedy,Zooey Deschanel,155745,14073,Thomas Lennon,0.0,alien|friend|galaxy|hyperspace|spaceship,1053.0,English,USA,PG,50000000.0,2005.0,2000.0,6.8,2.35,10000,hit
1102,Joel Zwick,59.0,93.0,38.0,631.0,Nick Zano,1000.0,48114556.0,Family,Dania Ramirez,9380,4604,Alice Greczyn,1.0,animated sequence|junkyard|love|party|television,91.0,English,USA,PG,26000000.0,2004.0,641.0,4.3,2.35,531,average
1103,Russell Mulcahy,216.0,94.0,85.0,443.0,Mike Epps,14000.0,50648679.0,Sci-Fi,Milla Jovovich,149549,16225,James Tumminia,1.0,clone|convoy|crow|desert|satellite,348.0,English,France,R,45000000.0,2007.0,706.0,6.3,2.35,0,average
1104,Frank Coraci,173.0,117.0,153.0,734.0,Adam Sandler,35000.0,46280507.0,Romance,Bella Thorne,87165,49743,Joel McHale,0.0,blind date|children|date|daughter|son,184.0,English,USA,PG-13,40000000.0,2014.0,11000.0,6.5,1.85,12000,average
1105,Wayne Wang,99.0,112.0,61.0,501.0,Alicia Witt,1000.0,38360195.0,Comedy,LL Cool J,21215,3757,Timothy Hutton,1.0,chef|congressman|cook|hotel|senator,116.0,English,USA,PG-13,45000000.0,2006.0,976.0,6.4,2.35,0,average
1106,Curtis Hanson,42.0,111.0,161.0,132.0,Glenn Morshower,11000.0,46815748.0,Adventure,Meryl Streep,32544,12161,William Lucking,1.0,criminal|rafting|river|robber|white water rafting,69.0,English,USA,PG-13,45000000.0,1994.0,894.0,6.3,2.35,0,average
